Id,SalePrice
503,244933.2
1584,257054.5
1531,153595.11
2210,171214.58
459,311223.96
556,124507.66
1347,136736.68
1290,72975.01
1388,119625.62
1571,303508.65
2754,219801.21
765,136852.79
2494,126830.36
2870,213340.19
7,231426.85
1114,246214.19
2418,288290.69
291,154342.25
18,314103.64
39,317159.12
1001,269055.45
2442,255305.8
616,131936.15
2680,62791.71
1414,102574.85
289,140164.17
40,258329.03
860,115108.13
409,141137.23
673,141425.61
2427,194462.26
2036,225129.49
2564,161103.79
642,181365.79
1008,192253.86
1908,153242.8
2519,244479.61
1369,71665.2
2855,185902.92
712,76376.77
1943,85607.56
1958,155340.62
107,195510.98
2295,220639.05
704,100234.07
676,128441.03
259,187222.94
93,287378.17
106,252718.73
2315,198838.93
1050,113886.19
1095,221486.43
2709,139963.85
758,166349.06
1496,166442.1
2370,136942.44
2458,273245.12
2733,128403.82
161,299129.8
726,131663.68
845,220117.85
947,271760.95
2232,118083.24
2563,179145.07
2299,153578.75
211,100394.05
605,178648.46
1478,234379.4
2247,262867.65
2274,201672.08
2869,190333.54
967,234895.86
2656,73306.92
667,217962.13
1042,118925.62
2023,169926.22
2447,341505.84
2055,139641.21
2275,286025.8
2204,176168.08
1563,262987.56
483,218352.13
796,131574.37
1526,144669.49
2042,184915.59
442,309890.51
1693,294339.95
1468,232860.8
1430,203437.81
2605,185558.9
1529,199335.51
335,146202.59
1287,119885.01
31,98434.51
1785,251127.28
82,180001.04
2620,117373.88
252,210796.86
721,58239.61
2165,199256.38
2316,188423.49
775,115884.22
1558,53488.71
17,241498.2
1022,253061.62
925,116531.04
438,279677.62
1270,153756.02
1272,121084.84
215,122976.99
266,233914.37
2402,266326.21
1250,110480.13
1984,82781.69
1279,139764.14
377,283197.47
1252,182795.82
2156,275519.78
499,302282.19
1374,131349.09
2898,255018.97
401,88771.28
2721,190440.59
2078,273042.0
2589,124520.98
1946,214309.47
1334,105817.93
2781,242603.11
431,352017.4
576,238191.96
1474,216143.85
2254,167470.67
2155,299616.0
885,102181.45
643,144048.8
1944,112591.85
480,224083.59
2845,88759.04
2387,289583.34
2407,221362.1
2527,170272.9
2514,169192.04
629,199212.47
80,217005.23
1876,147866.45
1546,124447.44
2518,178877.44
2347,172744.7
783,193614.13
1322,14605.95
194,52249.87
1770,270058.33
2143,116448.53
1229,232090.12
511,275242.78
46,223665.75
1348,199113.62
2465,200212.06
387,253665.24
873,225345.8
1918,116594.24
2764,255573.31
2184,112991.03
934,151026.04
1920,119984.28
2631,160886.21
1768,473043.81
2040,84135.68
1749,240827.46
834,232652.0
1457,260793.41
79,130912.28
2302,116070.29
1817,122989.57
2755,237469.32
359,186073.64
2059,115132.3
2092,255863.79
2516,260548.15
150,122915.01
1656,145425.18
83,96215.2
2411,200856.75
795,79741.97
2312,254870.78
2917,87512.9
1624,200378.94
2215,320527.12
1211,165750.02
1485,157289.24
1024,182426.86
570,187535.62
2874,129434.63
700,144222.05
2756,226668.15
2022,175044.88
583,245481.0
2392,318810.76
2424,222153.54
212,116261.22
736,112943.7
1610,182445.47
890,106236.75
467,194443.07
578,286078.41
1747,205689.28
1149,170220.54
2758,242509.46
857,115458.93
2219,291701.82
733,123682.04
2909,125930.45
1798,265961.99
235,105898.32
2366,136873.98
1027,132345.78
1195,115104.18
1303,-14246.78
148,206992.66
608,163209.96
2515,218489.72
821,271923.36
2500,296410.77
745,88037.86
741,121357.81
1611,161799.21
2532,118566.44
1081,226256.66
1692,352453.81
2520,214442.57
276,169597.42
1992,115885.74
663,5144.56
418,155587.2
1733,200888.48
2359,159556.68
253,206090.3
1518,149986.57
2035,149813.53
2919,78674.05
1540,243043.83
2120,136768.95
1674,193908.41
256,153154.47
2361,90085.57
978,60422.72
2280,149448.06
2095,243978.47
1709,294361.3
2801,250305.94
1246,116782.91
2373,129998.1
1055,259679.32
2017,107159.99
1099,275132.94
1344,84327.29
835,189319.86
1117,221203.16
2043,93645.76
2085,126169.81
410,168863.5
2650,114384.95
2867,176855.68
1668,121246.82
1161,178406.86
2122,176336.83
2539,132486.13
1047,149625.49
1445,121507.89
541,150629.76
569,221310.15
1276,132262.37
918,151607.11
326,172335.62
1936,116915.36
895,82686.33
257,131487.69
1241,199298.77
1545,114144.21
1189,174707.13
270,147501.19
2066,205299.06
693,89199.89
1259,138302.74
2916,163245.61
2321,282409.93
1977,102207.33
1895,183185.9
1240,171629.99
85,138090.02
1823,105410.63
825,299144.83
110,229926.64
697,106838.71
2297,106715.16
1231,129775.31
1355,127189.7
968,311205.21
584,258788.61
1315,107717.68
1606,112649.59
206,101992.7
1685,307352.87
2016,122831.03
869,227906.85
2135,117751.69
2346,185881.46
2430,231855.64
2198,84387.35
2652,109443.46
27,88940.4
241,181941.07
906,126617.22
1506,102782.6
2098,316480.02
1435,228455.66
2213,144695.74
1274,143380.33
743,15999.52
1737,215275.79
2797,279327.44
2185,98179.49
58,202215.61
830,207074.07
808,165709.02
680,159489.17
1153,111444.69
1291,127127.86
1818,220415.64
2161,203454.74
1883,124187.4
350,335097.97
2473,175872.64
295,168247.61
293,216396.72
859,126377.35
288,36087.7
1578,152717.03
102,168195.38
2831,183762.34
1030,194621.03
2551,140569.02
1286,120678.32
958,295664.61
776,117927.58
72,208684.42
2263,266150.21
1866,152180.4
2876,43470.65
2146,282537.86
103,185829.59
1500,159586.74
492,208579.95
167,131528.04
2597,102945.64
2685,104861.72
1035,152262.27
1220,36088.91
2602,143717.25
2159,234727.52
695,153748.84
1109,261036.49
640,191563.34
1652,165583.43
2090,214924.18
1188,216106.87
2345,266359.7
1059,354328.74
2751,240762.03
128,224939.4
1523,180764.98
2925,154675.76
2145,291468.42
1121,237914.21
566,286700.54
565,228647.03
1331,145479.03
2928,130826.94
156,124127.08
797,159376.15
327,79702.87
2859,166051.62
1453,106187.71
1762,327293.27
1868,237212.65
1760,199393.99
1113,268375.07
1812,195990.09
117,178269.58
1142,219613.27
2342,337698.26
927,132606.17
2478,191207.9
655,50298.97
2064,120410.13
369,243979.01
2239,132577.81
2732,223235.11
1653,173587.39
959,218212.16
2395,298431.68
1412,111397.75
271,275603.81
1484,156237.54
1497,127279.45
552,205554.96
2,112515.02
1855,294020.87
4,277057.67
2292,176316.41
134,141173.88
646,103834.48
42,300724.83
532,225016.98
713,72738.45
2561,135691.32
2360,134319.54
1333,108769.0
1407,219444.75
2892,286682.95
574,230827.35
1227,206669.8
2591,274055.28
1476,221803.5
1125,263433.17
1446,123991.56
408,111330.26
1101,282548.16
2251,180484.46
373,217716.2
2554,127542.83
2382,275490.22
1985,54571.22
519,234277.1
1093,206256.9
864,280386.18
2889,155743.95
2308,190917.69
986,146505.1
1302,138042.3
585,172573.88
2708,150110.68
147,136021.02
1441,238853.44
383,184174.08
285,169081.14
181,104449.02
358,177615.15
780,213573.09
258,218095.9
1865,233334.86
692,121132.85
2902,309021.73
508,268371.98
2638,148869.49
36,167745.85
611,189145.54
2281,109587.98
1678,139160.71
1696,376389.07
1557,58459.46
2180,146218.84
1726,243969.73
951,154200.25
267,245254.3
2706,137350.95
2221,230523.23
1357,162288.39
2901,306963.03
347,216906.71
2164,204588.1
1586,303538.54
360,184270.07
1769,241326.76
2617,221720.57
1879,177315.17
991,254402.0
1535,122911.79
1191,169199.62
1579,211887.06
1882,142327.59
1510,108023.25
2196,173937.84
1845,177373.95
2336,337643.72
942,84221.12
861,103636.48
2555,82049.21
1392,157224.87
2099,273349.26
1543,136428.19
948,268065.09
1239,156758.19
22,210981.37
2796,238098.62
2747,191936.14
92,289169.85
210,192855.98
1858,242443.27
2228,195721.98
447,228185.92
827,244128.43
1649,236050.83
682,143566.1
2698,122785.62
494,203310.13
214,96289.89
2441,250629.26
2679,89793.47
1336,95517.77
465,215816.93
1524,137029.1
2543,108277.36
631,128309.44
2452,296196.93
228,168828.11
126,177797.37
1092,223034.21
1122,214495.24
932,231706.89
1980,55195.67
2171,98735.35
551,162271.61
2768,187531.97
2056,114014.42
1159,350437.17
2645,96923.45
1174,184692.32
2266,233063.13
2462,350117.66
1219,132825.74
2922,209612.11
118,138860.23
474,204896.51
2576,174072.11
872,288785.14
1077,246355.47
1536,153403.14
1150,125434.96
2341,283677.41
1931,132847.27
2785,132481.62
2538,124979.01
597,237789.74
464,201077.53
233,233905.29
2169,123778.66
2123,167664.71
1867,170751.51
137,279874.83
515,231702.83
933,137660.99
2784,172719.47
972,165614.57
599,182787.26
2614,136576.16
2582,142316.02
1409,173617.97
175,58628.77
352,238420.66
976,67357.85
2134,216558.04
984,116407.73
2396,338260.52
1673,160734.54
404,120743.56
607,157728.09
814,169599.3
868,215807.37
2271,201008.14
1633,239019.06
337,190860.32
2765,185177.71
1746,245416.73
368,303696.66
2806,217481.1
1662,201243.31
1234,209047.28
1373,146430.69
1672,88758.39
1939,128034.41
