Id,SalePrice
555,120340.63
899,54222.53
2357,184658.97
328,115915.51
1356,121718.64
1154,119204.27
1730,190909.41
2249,153684.0
1119,258191.45
2856,142706.07
1394,146538.04
2587,121007.49
61,326058.34
2661,193906.97
2711,133388.84
1147,178103.75
757,126067.68
2623,91346.99
2378,143773.19
1413,122610.48
1722,237033.61
1112,229624.88
1623,179008.75
1201,185109.84
1513,109043.86
957,394630.78
1171,281987.78
1145,198608.96
2726,239004.5
703,152518.55
760,95804.39
1964,133393.68
2512,165155.15
159,122000.02
1281,166890.95
468,176485.2
290,118016.14
665,97750.75
1463,262222.21
1792,233896.32
923,160211.76
500,291668.61
1408,175646.73
331,93602.27
170,139114.53
2192,92420.65
2571,278334.76
2314,170632.84
2647,97082.6
422,416127.71
2457,358443.36
1838,207043.74
2805,259329.7
1645,160678.92
1711,362064.63
2825,240253.47
322,349904.47
2103,257931.1
342,126275.66
600,106986.97
488,183598.35
1725,348718.87
2246,233070.28
2847,161464.73
806,234798.3
530,241622.26
963,197523.36
2678,79299.87
171,81636.3
2401,423475.25
805,211647.94
2259,250739.33
1748,185832.27
1361,148118.11
1677,121336.57
1406,145562.76
2322,237776.24
688,163737.76
143,140164.1
804,210192.94
1214,153853.91
2828,145176.44
1999,121173.74
2467,221589.31
2665,158566.8
1538,327761.92
398,103181.41
2822,132197.54
2157,121329.87
1856,187919.44
1269,124195.24
2570,127971.56
2320,220137.52
1517,134164.95
2304,158741.53
1312,90520.81
2012,139289.8
506,280333.24
2865,221436.53
2367,101953.01
554,108282.5
238,119478.4
1954,115496.61
2488,156088.91
2291,77796.57
1969,105303.49
2725,157083.62
1482,137605.52
2763,196903.84
503,268196.43
1584,241963.45
1531,169514.27
2210,173372.1
459,355284.08
556,130995.15
1347,134340.19
1290,86042.77
1388,126617.94
1571,307762.8
2754,222045.65
765,121844.22
2494,134977.14
2870,222323.91
7,246614.26
1114,246356.75
2418,260299.85
291,145346.93
18,397789.47
39,384013.01
1001,281375.76
2442,225292.1
616,143477.79
2680,73223.66
1414,103283.36
289,143594.18
40,290884.68
860,120343.05
409,123062.74
673,145847.17
2427,176446.89
2036,194385.78
2564,152846.86
642,163575.46
1008,176422.17
1908,142481.18
2519,203942.04
1369,92710.52
2855,195559.22
712,96428.7
1943,100336.95
1958,144408.18
107,164466.29
2295,226811.94
704,110280.83
676,135434.53
259,183352.4
93,297655.25
106,245829.4
2315,184934.77
1050,114034.77
1095,192923.22
2709,138778.35
758,148937.97
1496,143214.62
2370,120777.79
2458,275061.73
2733,124590.09
161,266157.22
726,138684.79
845,206483.56
947,251285.76
2232,106533.25
2563,165566.04
2299,156416.45
211,177074.46
605,156972.68
1478,218708.98
2247,225896.74
2274,210396.72
2869,200558.85
967,229404.22
2656,94516.62
667,194455.87
1042,101727.72
2023,176026.3
2447,391316.81
2055,144340.86
2275,284550.59
2204,181062.66
1563,231188.15
483,204195.23
796,97801.49
1526,164882.45
2042,163715.23
442,364577.52
1693,374892.74
1468,220229.0
1430,196412.57
2605,177718.42
1529,204245.76
335,151393.72
1287,127056.94
31,90343.01
1785,307890.56
82,162261.81
2620,134737.75
252,204235.81
721,36969.15
2165,211092.63
2316,168349.34
775,126678.15
1558,47529.1
17,219829.93
1022,217828.09
925,146826.23
438,299284.85
1270,145186.2
1272,122006.28
215,131908.32
266,222815.71
2402,332205.58
1250,114609.4
1984,99826.64
1279,144302.02
377,244722.75
1252,171534.07
2156,245091.12
499,320294.23
1374,140416.75
2898,256601.95
401,103921.23
2721,187066.4
2078,259182.47
2589,125154.19
1946,221967.53
1334,115924.94
2781,230512.99
431,398895.46
576,199801.52
1474,201356.45
2254,147623.19
2155,263897.99
885,111853.92
643,137201.83
1944,126582.43
480,199106.08
2845,94163.82
2387,317956.2
2407,237156.59
2527,156086.76
2514,153411.22
629,187353.02
80,196804.32
1876,151215.59
1546,121835.94
2518,178485.57
2347,160119.75
783,246488.91
1322,54753.69
194,79530.44
1770,291734.78
2143,172739.22
1229,210813.28
511,258882.64
46,239395.37
1348,176764.64
2465,219369.25
387,240830.14
873,210389.57
1918,119178.52
2764,225075.12
2184,106433.92
934,127977.39
1920,123388.25
2631,151983.59
1768,507814.73
2040,97494.0
1749,216704.9
834,224468.73
1457,237531.5
79,96025.65
2302,123061.81
1817,130738.6
2755,237025.19
359,173777.63
2059,125065.11
2092,224362.55
2516,252169.26
150,129600.64
1656,138438.55
83,112619.17
2411,191571.61
795,73960.34
2312,223105.3
2917,151134.67
1624,176607.77
2215,308577.53
1211,159371.91
1485,139412.1
1024,171732.06
570,174468.72
2874,135382.94
700,163685.87
2756,224680.8
2022,169568.04
583,207807.73
2392,391305.5
2424,192841.86
212,112601.8
736,131843.96
1610,177219.01
890,112150.97
467,176163.46
578,267098.26
1747,177281.18
1149,138445.12
2758,246710.77
857,124309.46
2219,277991.54
733,105777.12
2909,126763.99
1798,256536.54
235,113609.19
2366,126026.0
1027,122754.65
1195,123529.77
1303,18741.4
148,188328.72
608,162876.89
2515,219539.89
821,299064.14
2500,301722.5
745,108235.2
741,134778.5
1611,168767.67
2532,119919.56
1081,190494.51
1692,409954.01
2520,176736.12
276,137979.38
1992,134214.13
663,47179.73
418,128089.35
1733,196991.12
2359,144408.03
253,194605.61
1518,177327.49
2035,151904.68
2919,74785.14
1540,242879.26
2120,147206.39
1674,177569.47
256,147964.83
2361,121723.39
978,87116.4
2280,125684.22
2095,217418.87
1709,310665.59
2801,229878.77
1246,123232.17
2373,109016.67
1055,298162.89
2017,118348.8
1099,319376.61
1344,101177.07
835,201133.43
1117,287886.17
2043,99044.67
2085,95698.65
410,146783.34
2650,102228.49
2867,193077.87
1668,128804.05
1161,157729.73
2122,176078.88
2539,138956.57
1047,129661.37
1445,129303.05
541,156505.82
569,221847.18
1276,131506.64
918,165833.73
326,179052.9
1936,121652.83
895,83610.48
257,152414.14
1241,187962.83
1545,117846.27
1189,154495.79
270,129892.87
2066,200188.34
693,111094.15
1259,133266.58
2916,175067.13
2321,257715.83
1977,107014.53
1895,169919.16
1240,157642.52
85,145144.64
1823,119390.45
825,265952.23
110,233665.69
697,118183.14
2297,121708.48
1231,131696.64
1355,141183.73
968,331549.25
584,219988.64
1315,115236.1
1606,128168.87
206,86143.2
1685,375486.54
2016,138086.55
869,217538.01
2135,122791.31
2346,177900.65
2430,202685.91
2198,90325.51
2652,100062.22
27,104852.48
241,170843.44
906,145940.21
1506,164974.87
2098,297923.74
1435,217517.72
2213,160112.17
1274,142916.02
743,26841.62
1737,203046.21
2797,254369.6
2185,86030.87
58,179164.49
830,195184.65
808,122200.28
680,163415.34
1153,109804.7
1291,145856.3
1818,174367.72
2161,202296.53
1883,130678.24
350,327764.11
2473,183549.79
295,174012.59
293,202828.9
859,130584.12
288,54322.37
1578,175025.98
102,161503.9
2831,138002.87
1030,174469.8
2551,145137.09
1286,132872.03
958,319535.73
776,131859.64
72,226589.86
2263,263492.68
1866,157605.4
2876,64950.94
2146,250618.24
103,166627.11
1500,138246.95
492,188167.66
167,132264.44
2597,104505.2
2685,113888.2
1035,148708.09
1220,69843.04
2602,138860.6
2159,222988.01
695,123984.35
1109,283126.98
640,176359.7
1652,147587.64
2090,204719.85
1188,185253.09
2345,226840.34
1059,395238.38
2751,235373.07
128,214305.94
1523,153518.39
2925,156335.34
2145,262501.3
1121,251050.24
566,257369.25
565,259496.78
1331,158531.71
2928,153849.96
156,132159.94
797,157249.23
327,85431.34
2859,182924.34
1453,118487.5
1762,329204.22
1868,209506.93
1760,182548.14
1113,257748.44
1812,192202.74
117,156398.67
1142,201614.35
2342,406306.66
927,147206.5
2478,185038.88
655,66928.7
2064,128834.32
369,290129.9
2239,129165.61
2732,190828.99
1653,159048.91
959,232850.87
2395,371695.69
1412,93589.3
271,251188.68
1484,137560.94
1497,134934.68
552,165390.0
2,129873.41
1855,269544.05
4,294057.92
2292,173801.03
134,148161.73
646,111973.51
42,356608.91
532,229292.39
713,102369.03
2561,136224.65
2360,135833.27
1333,128093.69
1407,227068.62
2892,277849.8
574,193238.06
1227,178432.77
2591,245567.24
1476,207995.38
1125,254928.48
1446,119337.73
408,102820.6
1101,298136.8
2251,187946.47
373,188315.35
2554,133992.07
2382,296191.11
1985,59876.11
519,244810.54
1093,190033.19
864,251409.15
2889,136258.79
2308,180207.6
986,167810.7
1302,133745.0
585,152909.25
2708,141480.26
147,142021.6
1441,222167.89
383,165681.43
285,153970.95
181,107364.38
358,161923.18
780,198304.3
258,201894.65
1865,204389.23
692,117206.92
2902,296942.78
508,254338.18
2638,146307.93
36,144621.25
611,168534.12
2281,139763.87
1678,170099.56
1696,426475.03
1557,38287.65
2180,146731.07
1726,251064.52
951,156039.24
267,228347.08
2706,137600.51
2221,235210.11
1357,179027.1
2901,293697.66
347,189709.63
2164,188543.85
1586,278675.65
360,167363.82
1769,264238.35
2617,176965.53
1879,149415.19
991,233779.91
1535,142794.23
1191,146560.65
1579,218270.97
1882,137429.56
1510,127452.86
2196,137475.1
1845,162652.53
2336,430406.78
942,101526.89
861,117046.67
2555,104729.37
1392,160915.07
2099,257132.22
1543,114857.84
948,254014.31
1239,155261.94
22,195364.54
2796,219769.7
2747,180972.45
92,302557.99
210,199138.18
1858,206362.74
2228,161143.06
447,272158.36
827,225282.21
1649,202267.48
682,147423.97
2698,117211.26
494,178573.52
214,57900.82
2441,236189.84
2679,110505.3
1336,118365.97
465,187765.66
1524,159135.39
2543,117636.89
631,129561.9
2452,308220.48
228,157495.8
126,171950.14
1092,237025.97
1122,238432.58
932,240861.29
1980,77200.12
2171,102402.0
551,151881.2
2768,187707.5
2056,122918.04
1159,344616.02
2645,113523.65
1174,159678.8
2266,226207.52
2462,377677.75
1219,136130.01
2922,179987.07
118,140012.06
474,173521.18
2576,162743.55
872,256343.49
1077,239494.21
1536,167375.03
1150,135730.22
2341,329517.98
1931,189491.67
2785,138834.94
2538,127199.18
597,207835.46
464,206297.15
233,233772.38
2169,122891.35
2123,170492.05
1867,162037.4
137,249501.85
515,251162.24
933,120313.45
2784,156473.3
972,140660.74
599,164434.89
2614,127884.13
2582,122881.31
1409,163611.11
175,88840.86
352,256311.05
976,95340.85
2134,202456.1
984,124102.93
2396,384738.83
1673,138238.48
404,117417.45
607,155551.45
814,140852.66
868,199626.19
2271,202947.16
1633,247028.88
337,189511.68
2765,190292.81
1746,212776.54
368,350048.5
2806,203209.55
1662,174523.69
1234,193433.83
1373,144728.54
1672,116731.47
1939,129206.28
